Australian Bureau of Statistics,,,,
,,,,
"Motor Vehicle Census, 2015",,,,
"Year of Manufacture, Vehicle type and Vehicles",,,,
Counting: Vehicles,,,,
,,,,
Year of Manufacture,Vehicle type,Counting,Count,Annotations
1998,Fire Appliances,Vehicles (#),153,
1998,Trucks with Machinery Mounted,Vehicles (#),107,
1998,Other Non Freight Carrying Trucks,Vehicles (#),30,
1999,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),3519,
1999,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),8464,
1999,Prime Movers,Vehicles (#),2320,
1999,Buses > 9 seats,Vehicles (#),3056,
1999,Tow Trucks,Vehicles (#),105,
1999,Fire Appliances,Vehicles (#),323,
1999,Trucks with Machinery Mounted,Vehicles (#),179,
1999,Other Non Freight Carrying Trucks,Vehicles (#),32,
2000,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),3748,
2000,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),8300,
2000,Prime Movers,Vehicles (#),2224,
2000,Buses > 9 seats,Vehicles (#),3762,
2000,Tow Trucks,Vehicles (#),109,
2000,Fire Appliances,Vehicles (#),299,
2000,Trucks with Machinery Mounted,Vehicles (#),125,
2000,Other Non Freight Carrying Trucks,Vehicles (#),47,
2001,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),4481,
2001,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),7855,
2001,Prime Movers,Vehicles (#),2134,
2001,Buses > 9 seats,Vehicles (#),2846,
2001,Tow Trucks,Vehicles (#),83,
2001,Fire Appliances,Vehicles (#),288,
2001,Trucks with Machinery Mounted,Vehicles (#),137,
2001,Other Non Freight Carrying Trucks,Vehicles (#),33,
2002,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),6657,
2002,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),11036,
2002,Prime Movers,Vehicles (#),2941,
2002,Buses > 9 seats,Vehicles (#),2930,
2002,Tow Trucks,Vehicles (#),123,
2002,Fire Appliances,Vehicles (#),338,
2002,Trucks with Machinery Mounted,Vehicles (#),164,
2002,Other Non Freight Carrying Trucks,Vehicles (#),58,
2003,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),5335,
2003,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),10167,
2003,Prime Movers,Vehicles (#),3925,
2003,Buses > 9 seats,Vehicles (#),3098,
2003,Tow Trucks,Vehicles (#),107,
2003,Fire Appliances,Vehicles (#),215,
2003,Trucks with Machinery Mounted,Vehicles (#),144,
2003,Other Non Freight Carrying Trucks,Vehicles (#),40,
2004,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),7302,
2004,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),13683,
2004,Prime Movers,Vehicles (#),4657,
2004,Buses > 9 seats,Vehicles (#),2935,
2004,Tow Trucks,Vehicles (#),115,
2004,Fire Appliances,Vehicles (#),327,
2004,Trucks with Machinery Mounted,Vehicles (#),219,
2004,Other Non Freight Carrying Trucks,Vehicles (#),49,
2005,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),8158,
2005,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),13959,
2005,Prime Movers,Vehicles (#),4968,
2005,Buses > 9 seats,Vehicles (#),4183,
2005,Tow Trucks,Vehicles (#),130,
2005,Fire Appliances,Vehicles (#),278,
2005,Trucks with Machinery Mounted,Vehicles (#),367,
2005,Other Non Freight Carrying Trucks,Vehicles (#),71,
2006,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),6907,
2006,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),15032,
2006,Prime Movers,Vehicles (#),4792,
2006,Buses > 9 seats,Vehicles (#),4645,
2006,Tow Trucks,Vehicles (#),131,
2006,Fire Appliances,Vehicles (#),266,
2006,Trucks with Machinery Mounted,Vehicles (#),432,
2006,Other Non Freight Carrying Trucks,Vehicles (#),71,
2007,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),8303,
2007,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),20679,
2007,Prime Movers,Vehicles (#),8289,
2007,Buses > 9 seats,Vehicles (#),4889,
