Australian Bureau of Statistics,,,,
,,,,
"Motor Vehicle Census, 2018",,,,
2018,Tow Trucks,Vehicle Level (#),0,
2018,Fire Appliances,Vehicle Level (#),0,
2018,Trucks with Machinery Mounted,Vehicle Level (#),0,
2018,Other Non Freight Carrying Trucks,Vehicle Level (#),0,
2019,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),0,
2019,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),0,
2019,Prime Movers,Vehicle Level (#),0,
2019,Buses > 9 seats,Vehicle Level (#),0,
2019,Tow Trucks,Vehicle Level (#),0,
2019,Fire Appliances,Vehicle Level (#),0,
2019,Trucks with Machinery Mounted,Vehicle Level (#),0,
2019,Other Non Freight Carrying Trucks,Vehicle Level (#),0,
2020,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),0,
2020,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),0,
2020,Prime Movers,Vehicle Level (#),0,
2020,Buses > 9 seats,Vehicle Level (#),0,
2020,Tow Trucks,Vehicle Level (#),0,
2020,Fire Appliances,Vehicle Level (#),0,
2020,Trucks with Machinery Mounted,Vehicle Level (#),0,
2020,Other Non Freight Carrying Trucks,Vehicle Level (#),0,
2021,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),0,
2021,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),0,
2021,Prime Movers,Vehicle Level (#),0,
2021,Buses > 9 seats,Vehicle Level (#),0,
2021,Tow Trucks,Vehicle Level (#),0,
2021,Fire Appliances,Vehicle Level (#),0,
2021,Trucks with Machinery Mounted,Vehicle Level (#),0,
2021,Other Non Freight Carrying Trucks,Vehicle Level (#),0,
Not stated,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),350,
Not stated,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),331,
Not stated,Prime Movers,Vehicle Level (#),32,
Not stated,Buses > 9 seats,Vehicle Level (#),19,
Not stated,Tow Trucks,Vehicle Level (#),8,
Not stated,Fire Appliances,Vehicle Level (#),3,
Not stated,Trucks with Machinery Mounted,Vehicle Level (#),17,
Not stated,Other Non Freight Carrying Trucks,Vehicle Level (#),0,
Total,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),157854,
Total,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),346524,
Total,Prime Movers,Vehicle Level (#),100687,
Total,Buses > 9 seats,Vehicle Level (#),98525,
Total,Tow Trucks,Vehicle Level (#),3825,
Total,Fire Appliances,Vehicle Level (#),7460,
Total,Trucks with Machinery Mounted,Vehicle Level (#),5767,
Total,Other Non Freight Carrying Trucks,Vehicle Level (#),1164,
,,,,
,,,,
INFO,Cells in this table have been randomly adjusted to avoid the release of confidential data. Discrepancies may occur between sums of the component items and totals.,,,
INFO,Continuous variables in this table have been randomly adjusted to avoid the release of confidential data.,,,
,,,,
,,,,
Symbol,Description,,,
#,No scaling applied,,,
,,,,
,,,,
"Copyright Commonwealth of Australia, 2018, see abs.gov.au/copyright",,,,
"ABS data licensed under Creative Commons, see abs.gov.au/ccby",,,,
